date,evictions,unemployment_rate,school_absenteeism,poverty_rate,er_visits
2022-04-01,3,5.28,6.07,12.84,53
2022-04-02,0,5.32,15.25,19.66,54
2022-04-02,6,3.86,9.72,18.0,57
2022-04-02,4,7.49,5.3,18.62,43
2022-04-02,9,5.95,10.07,9.62,44
2022-04-02,6,7.7,17.48,10.14,48
2022-04-03,6,7.08,8.71,21.85,52
2022-04-03,5,7.68,14.5,15.33,40
2022-04-04,5,5.68,11.6,11.66,64
2022-04-04,4,10.34,13.23,9.58,66
2022-04-05,4,7.81,13.94,12.47,46
2022-04-05,7,4.88,11.82,13.02,58
2022-04-06,7,11.12,5.87,24.71,48
2022-04-07,1,3.99,13.52,22.19,55
2022-04-07,2,9.6,10.96,9.33,53
2022-04-07,10,9.11,8.0,20.72,55
2022-04-07,7,3.66,18.45,17.59,38
2022-04-10,5,11.11,16.04,11.88,36
2022-04-11,5,5.85,9.26,20.69,56
2022-04-11,8,9.67,13.08,8.51,39
2022-04-12,7,5.49,19.45,20.44,39
2022-04-12,4,7.73,8.68,23.22,46
2022-04-12,7,11.75,19.21,23.0,53
2022-04-13,5,8.5,15.25,21.13,65
2022-04-14,4,5.67,13.11,23.89,44
2022-04-14,5,7.13,19.75,20.02,46
2022-04-16,4,9.08,10.01,19.67,45
2022-04-17,5,7.01,9.17,8.45,48
2022-04-17,6,11.2,10.09,10.96,41
2022-04-18,4,10.81,16.26,21.28,51
2022-04-18,6,4.32,10.06,24.96,54
2022-04-18,9,10.06,6.54,20.24,51
2022-04-19,4,11.48,14.66,17.86,54
2022-04-19,6,5.85,8.34,11.12,70
2022-04-20,2,5.14,5.06,24.11,42
2022-04-20,8,3.09,7.99,19.05,45
2022-04-21,2,4.04,17.29,16.31,59
2022-04-22,3,11.65,19.1,22.64,43
2022-04-22,4,6.52,14.93,24.21,47
2022-04-22,5,6.49,9.66,14.31,58
2022-04-23,7,5.4,11.55,16.77,48
2022-04-23,4,4.48,7.92,9.96,55
2022-04-25,11,7.58,18.21,24.32,46
2022-04-25,2,9.51,14.98,10.05,62
2022-04-26,6,7.96,6.27,23.79,52
2022-04-26,3,3.32,10.5,11.25,56
2022-04-27,3,10.23,13.07,23.45,58
2022-04-27,5,11.38,16.96,15.69,45
2022-04-27,5,6.96,18.81,18.07,42
2022-04-28,7,6.3,6.99,8.61,50
2022-04-29,6,5.07,17.52,14.7,53
2022-04-29,4,5.72,5.99,16.39,58
2022-05-01,3,8.8,8.61,8.16,56
2022-05-02,7,9.93,5.32,19.23,46
2022-05-02,3,5.99,5.96,22.26,43
2022-05-03,3,6.06,5.49,8.42,49
2022-05-03,4,7.06,7.19,16.37,60
2022-05-05,5,4.53,18.15,8.57,46
2022-05-06,5,11.34,9.26,22.85,42
2022-05-08,8,9.35,12.2,10.73,51
2022-05-08,10,6.9,12.31,8.99,47
2022-05-08,6,4.1,19.93,22.58,48
2022-05-09,7,10.64,10.47,15.56,68
2022-05-09,5,7.35,8.98,9.62,57
2022-05-09,5,10.17,19.45,19.01,55
2022-05-10,2,3.3,13.89,20.0,50
2022-05-10,1,5.46,9.34,17.66,40
2022-05-10,5,8.6,9.31,13.65,59
2022-05-12,4,7.39,6.3,15.22,49
2022-05-12,0,5.66,13.35,24.23,42
2022-05-12,4,4.81,15.86,17.08,56
2022-05-12,5,5.72,12.12,14.75,43
2022-05-13,6,9.68,18.27,20.04,42
2022-05-13,4,4.65,12.26,9.29,48
2022-05-13,7,8.34,10.2,12.93,66
2022-05-13,3,6.81,8.76,11.85,43
2022-05-13,4,9.87,8.65,19.56,64
2022-05-13,4,4.81,9.75,18.27,53
2022-05-14,8,5.43,19.88,20.91,40
2022-05-16,3,6.59,10.41,15.26,59
2022-05-16,5,4.5,12.87,10.96,55
2022-05-16,7,7.15,9.12,11.11,49
2022-05-17,5,6.74,7.15,23.17,39
2022-05-18,5,11.91,14.69,9.27,59
2022-05-18,6,8.34,13.18,18.1,47
2022-05-19,4,3.63,6.02,11.94,44
2022-05-20,5,7.14,18.24,11.64,57
2022-05-20,8,10.91,12.62,9.67,58
2022-05-22,5,10.8,10.03,24.65,41
2022-05-22,2,11.66,16.69,9.04,55
2022-05-24,7,11.05,6.68,10.51,41
2022-05-24,3,4.59,12.11,14.21,46
2022-05-24,4,3.03,13.23,15.75,47
2022-05-25,4,8.55,16.63,24.16,44
2022-05-26,3,9.32,10.55,12.11,60
2022-05-26,7,4.18,17.82,20.26,55
2022-05-26,5,4.5,15.47,19.16,48
2022-05-26,1,11.67,16.57,16.8,48
2022-05-27,3,11.49,19.54,12.52,60
2022-05-27,5,4.41,17.67,10.66,52
2022-05-27,7,5.22,10.2,11.0,50
2022-05-28,6,11.03,14.69,13.88,55
2022-05-30,1,6.91,18.03,10.33,64
2022-05-31,2,10.18,12.88,24.98,56
2022-06-02,2,6.56,15.24,15.58,35
2022-06-02,4,9.63,7.58,17.16,47
2022-06-03,4,6.57,17.24,18.48,44
2022-06-03,12,11.09,16.36,11.33,49
2022-06-03,3,5.93,18.33,16.19,35
2022-06-04,4,7.71,15.65,9.07,47
2022-06-04,9,7.7,18.15,24.48,53
2022-06-04,6,8.84,7.43,16.04,47
2022-06-05,4,5.76,17.2,8.5,63
2022-06-06,5,8.78,19.29,18.18,46
2022-06-07,0,4.27,17.23,9.7,45
2022-06-08,9,11.04,14.23,21.43,51
2022-06-08,4,4.3,18.9,24.21,67
2022-06-09,3,10.56,6.42,23.58,59
2022-06-09,4,9.24,5.25,15.27,43
2022-06-09,9,6.07,19.48,20.11,52
2022-06-10,6,5.95,15.25,10.65,50
2022-06-10,5,11.69,6.71,9.29,58
2022-06-11,4,4.75,10.1,21.96,53
2022-06-12,5,9.51,16.23,19.82,44
2022-06-12,5,4.65,16.26,23.42,65
2022-06-12,6,11.15,7.55,23.55,49
2022-06-13,3,9.68,12.05,13.9,45
2022-06-13,4,11.39,17.11,13.42,52
2022-06-14,1,10.91,19.5,15.51,46
2022-06-15,2,7.95,14.34,19.32,41
2022-06-15,4,4.37,14.57,8.08,48
2022-06-15,4,4.99,12.04,17.09,52
2022-06-16,6,4.82,13.09,8.34,57
2022-06-16,3,4.99,6.48,15.66,47
2022-06-16,6,7.29,10.24,9.4,50
2022-06-17,5,10.81,12.61,17.56,52
2022-06-19,0,3.21,9.12,13.34,56
2022-06-19,3,5.15,10.4,16.14,51
2022-06-20,3,8.37,19.57,24.28,33
2022-06-20,8,10.79,5.08,13.8,38
2022-06-20,5,5.68,9.54,20.23,46
2022-06-21,6,6.44,13.76,19.62,55
2022-06-22,5,6.36,9.18,22.77,46
2022-06-22,2,5.64,15.15,13.68,58
2022-06-22,7,9.29,9.49,8.95,36
2022-06-23,4,8.9,14.57,24.5,53
2022-06-23,6,10.59,17.75,14.16,52
2022-06-24,6,11.26,14.88,11.29,34
2022-06-24,6,11.1,5.75,23.54,39
2022-06-25,6,7.86,16.93,11.24,47
2022-06-25,5,4.67,8.19,16.99,57
2022-06-26,5,5.0,14.52,20.84,53
2022-06-26,7,8.31,14.7,20.43,42
2022-06-27,5,11.27,17.06,8.5,53
2022-06-27,7,7.77,12.59,11.44,50
2022-06-28,5,11.42,10.64,23.1,51
2022-06-29,7,5.36,12.77,17.4,55
2022-06-29,7,3.78,13.19,19.68,47
2022-06-29,4,10.17,17.32,14.84,52
2022-06-29,7,10.91,8.08,20.67,69
2022-06-30,3,7.03,17.7,12.91,60
2022-06-30,5,3.92,10.49,11.94,54
2022-07-01,11,3.38,16.16,24.95,51
2022-07-02,4,3.56,10.04,10.68,44
2022-07-02,4,6.95,15.63,24.68,49
2022-07-03,6,5.11,16.99,23.75,45
2022-07-03,4,7.16,13.37,20.15,45
2022-07-03,5,7.4,14.29,17.89,54
2022-07-03,7,7.12,15.62,8.08,59
2022-07-04,4,8.58,15.33,18.8,50
2022-07-04,3,9.11,15.91,21.13,66
2022-07-05,7,6.56,17.75,20.46,53
2022-07-06,2,6.03,8.31,10.93,48
2022-07-06,1,6.32,8.22,17.26,40
2022-07-07,2,3.63,19.56,17.35,56
2022-07-07,3,5.89,17.77,19.1,56
2022-07-07,2,4.8,13.88,22.13,48
2022-07-08,8,5.62,5.12,19.87,56
2022-07-08,2,9.43,17.82,10.4,50
2022-07-08,7,11.9,16.27,8.32,56
2022-07-09,2,11.31,19.35,10.32,45
2022-07-09,5,10.39,5.2,8.68,44
2022-07-10,4,9.63,5.43,15.43,46
2022-07-10,3,11.5,12.76,12.82,41
2022-07-12,0,9.77,17.84,8.12,48
2022-07-13,2,7.24,19.87,9.36,38
2022-07-13,4,8.41,9.8,14.76,49
2022-07-13,6,5.75,5.55,23.98,47
2022-07-15,5,3.03,7.93,24.91,56
2022-07-16,5,6.18,18.16,8.85,49
2022-07-16,3,6.64,12.0,22.12,47
2022-07-17,5,9.6,17.8,16.16,48
2022-07-17,5,10.73,11.66,18.56,45
2022-07-17,8,11.66,5.8,16.6,41
2022-07-18,4,6.17,14.26,23.72,51
2022-07-18,4,11.62,11.54,16.13,48
2022-07-19,4,10.19,12.37,10.86,49
2022-07-20,7,3.28,19.23,21.26,58
2022-07-20,8,8.36,11.86,16.73,40
2022-07-20,10,6.29,16.95,9.99,43
2022-07-21,6,3.31,5.88,15.85,37
2022-07-22,3,7.78,12.19,19.69,61
2022-07-22,5,8.26,13.8,13.03,59
2022-07-22,4,5.27,6.7,23.5,50
2022-07-23,2,11.46,9.53,22.45,54
2022-07-23,4,8.49,16.09,17.65,51
2022-07-24,2,4.58,7.76,8.92,51
2022-07-24,6,9.49,6.93,17.92,58
2022-07-24,6,7.49,9.49,15.07,52
2022-07-25,4,7.26,17.88,20.31,51
2022-07-25,3,10.51,16.44,12.54,53
2022-07-26,6,4.24,16.65,18.3,43
2022-07-28,7,7.42,9.84,17.43,45
2022-07-28,8,10.03,6.48,16.96,35
2022-07-29,2,8.94,5.48,9.97,55
2022-07-30,4,3.05,13.79,16.33,59
2022-07-30,1,10.09,15.53,17.36,58
2022-08-01,3,11.5,10.67,23.77,50
2022-08-01,5,9.34,12.93,15.83,54
2022-08-02,5,10.88,9.19,18.88,52
2022-08-02,6,6.25,10.46,17.68,56
2022-08-03,4,6.16,15.95,11.32,42
2022-08-03,5,5.89,15.77,11.13,51
2022-08-04,5,9.61,5.42,20.57,46
2022-08-04,7,11.48,19.16,16.89,66
2022-08-04,2,10.97,9.04,23.23,59
2022-08-05,6,4.35,18.61,23.44,56
2022-08-05,4,8.63,12.68,13.05,47
2022-08-06,4,11.96,12.49,9.73,47
2022-08-06,3,5.66,11.76,13.85,43
2022-08-06,4,8.71,18.84,9.14,58
2022-08-07,11,11.16,8.12,21.28,43
2022-08-07,3,11.1,14.17,10.49,54
2022-08-08,2,5.89,9.77,22.73,41
2022-08-08,5,3.85,18.73,15.06,45
2022-08-10,2,8.81,7.54,12.74,50
2022-08-10,5,11.52,15.14,16.53,43
2022-08-11,9,7.57,11.33,18.29,58
2022-08-13,7,7.12,14.92,19.93,57
2022-08-13,6,10.78,7.36,13.75,48
2022-08-15,11,6.82,10.9,24.71,51
2022-08-16,2,9.13,6.61,15.18,49
2022-08-17,7,6.5,19.53,22.19,58
2022-08-17,6,6.39,8.21,8.59,44
2022-08-18,5,4.69,19.9,21.23,37
2022-08-18,4,3.8,11.28,17.37,56
2022-08-19,7,10.97,6.07,18.87,53
2022-08-19,5,4.63,5.26,14.34,58
2022-08-19,4,3.56,13.98,17.26,54
2022-08-19,3,8.24,14.22,23.85,53
2022-08-20,7,7.91,12.87,14.56,35
2022-08-20,9,8.11,6.0,9.8,40
2022-08-20,2,7.21,9.97,20.25,65
2022-08-21,7,4.28,10.39,16.59,55
2022-08-22,3,3.19,15.57,15.22,45
2022-08-22,6,3.42,11.28,21.22,39
2022-08-22,6,11.49,13.59,17.56,49
2022-08-23,3,7.79,9.29,18.73,53
2022-08-23,11,6.6,15.89,23.74,50
2022-08-23,6,6.7,5.7,8.99,44
2022-08-24,6,8.87,19.83,12.46,63
2022-08-25,4,6.39,14.62,23.27,52
2022-08-26,4,10.17,7.23,21.48,41
2022-08-26,5,5.34,15.76,11.21,43
2022-08-26,4,6.31,16.8,10.88,42
2022-08-27,7,11.41,16.83,22.03,57
2022-08-28,6,5.34,9.06,17.4,46
2022-08-29,11,8.95,19.38,22.63,49
2022-08-29,1,6.28,5.27,23.6,52
2022-08-29,4,7.24,10.7,9.18,42
2022-08-30,8,3.41,6.56,24.49,47
2022-08-30,1,4.51,10.77,20.18,56
2022-08-30,3,3.92,5.86,22.19,55
2022-08-30,17,10.6,14.67,18.72,43
2022-09-01,5,11.66,5.94,13.19,35
2022-09-01,5,3.61,14.24,18.19,58
2022-09-02,10,3.69,8.51,16.77,58
2022-09-03,5,7.97,7.69,23.85,45
2022-09-04,6,7.54,10.21,17.44,55
2022-09-04,2,8.86,14.61,8.47,47
2022-09-04,3,9.63,13.67,19.66,55
2022-09-04,3,10.17,15.21,8.86,53
2022-09-04,10,4.34,18.78,24.05,45
2022-09-04,5,3.34,8.05,16.27,48
2022-09-05,6,11.0,11.2,24.46,44
2022-09-05,5,7.23,8.99,8.44,63
2022-09-06,1,11.74,13.8,17.06,46
2022-09-06,2,7.79,9.25,11.85,64
2022-09-06,6,7.59,13.37,18.89,50
2022-09-07,10,8.61,17.35,16.47,54
2022-09-07,5,4.53,13.26,17.62,59
2022-09-07,6,5.29,17.57,14.11,43
2022-09-08,3,11.15,14.17,8.88,56
2022-09-09,3,4.91,18.05,9.8,45
2022-09-09,2,5.1,18.96,22.6,53
2022-09-10,2,7.59,12.62,19.95,49
2022-09-11,3,8.77,16.86,21.08,47
2022-09-12,8,3.01,12.03,10.09,50
2022-09-12,9,7.11,15.58,8.84,54
2022-09-13,3,6.59,5.56,8.29,63
2022-09-13,4,10.79,19.5,16.87,50
2022-09-13,8,10.56,18.42,16.52,56
2022-09-13,6,11.15,18.4,9.88,49
2022-09-13,7,10.58,9.22,13.89,50
2022-09-14,6,10.08,9.25,17.01,53
2022-09-14,4,10.73,11.04,19.49,37
2022-09-14,3,4.57,18.2,21.77,51
2022-09-15,6,6.07,17.88,18.9,60
2022-09-17,6,9.15,9.34,8.51,55
2022-09-17,6,11.31,13.13,17.96,37
2022-09-17,5,9.0,12.13,9.49,57
2022-09-18,7,4.87,14.76,17.6,53
2022-09-18,4,11.5,8.21,14.39,44
2022-09-19,8,9.84,6.28,12.87,51
2022-09-21,1,9.45,5.41,16.19,36
2022-09-22,8,9.86,10.72,14.49,50
2022-09-23,8,8.93,19.2,22.11,48
2022-09-23,8,3.2,15.27,11.85,55
2022-09-24,3,5.28,16.24,10.32,64
2022-09-24,5,11.61,19.18,22.23,47
2022-09-25,3,5.6,11.33,12.14,47
2022-09-25,3,9.94,12.12,8.55,57
2022-09-25,11,6.82,10.39,14.58,51
2022-09-25,4,11.17,7.72,21.92,50
2022-09-26,5,8.02,16.5,15.34,53
2022-09-27,4,8.69,18.6,15.99,51
2022-09-28,5,5.16,17.21,8.8,49
2022-09-29,8,3.52,5.72,20.09,60
2022-09-29,3,9.81,9.49,13.84,44
2022-09-29,7,3.61,13.88,20.39,41
2022-09-30,3,9.5,9.91,14.99,46
2022-09-30,2,8.0,7.25,16.96,46
2022-09-30,5,10.38,13.08,18.02,35
2022-10-01,3,4.85,12.82,11.35,50
2022-10-01,8,7.87,15.65,13.0,39
2022-10-02,4,8.53,20.0,17.95,45
2022-10-02,4,3.67,14.72,21.99,49
2022-10-03,8,9.65,9.75,24.34,53
2022-10-06,2,6.5,19.35,16.91,44
2022-10-06,8,4.16,13.57,9.26,58
2022-10-06,9,6.48,14.69,24.25,49
2022-10-08,3,3.88,10.36,15.15,53
2022-10-09,6,10.99,11.78,9.74,39
2022-10-09,5,7.11,11.28,24.53,52
2022-10-09,7,4.24,19.04,12.77,53
2022-10-11,4,5.27,17.14,19.17,57
2022-10-11,3,9.52,6.36,10.45,55
2022-10-12,5,10.07,9.71,20.23,44
2022-10-12,6,3.37,5.84,24.6,40
2022-10-12,5,3.54,12.75,24.75,50
2022-10-12,4,11.25,9.19,10.15,52
2022-10-13,4,5.98,6.1,21.07,41
2022-10-13,6,4.74,16.58,19.29,47
2022-10-14,1,4.11,6.37,21.63,50
2022-10-14,3,7.28,9.07,13.66,49
2022-10-14,8,9.94,16.57,14.83,47
2022-10-14,3,7.69,12.67,13.81,44
2022-10-17,4,3.19,17.26,21.03,47
2022-10-17,4,7.36,11.22,21.75,57
2022-10-17,7,5.8,17.22,12.24,57
2022-10-18,12,9.15,13.07,17.74,52
2022-10-19,2,7.71,6.32,10.14,52
2022-10-19,6,11.69,12.07,8.22,58
2022-10-19,8,8.38,13.3,18.37,43
2022-10-20,2,8.69,14.18,22.28,54
2022-10-20,2,7.68,18.92,23.41,41
2022-10-20,6,5.8,7.75,18.55,59
2022-10-21,1,8.68,14.09,21.75,61
2022-10-22,5,6.0,16.28,14.87,51
2022-10-22,5,9.46,18.35,22.88,49
2022-10-23,4,5.13,12.88,21.17,41
2022-10-24,3,6.31,8.21,13.24,60
2022-10-25,4,8.25,17.27,18.15,50
2022-10-25,6,8.66,18.58,8.87,55
2022-10-25,7,9.02,6.6,10.49,47
2022-10-25,3,9.3,8.45,24.09,45
2022-10-25,6,5.86,18.07,8.17,55
2022-10-25,4,11.03,12.27,11.45,45
2022-10-26,5,3.27,7.54,10.36,58
2022-10-26,8,4.7,14.68,19.88,48
2022-10-27,8,3.63,11.87,9.8,58
2022-10-28,10,9.04,19.52,8.34,52
2022-10-28,8,5.46,8.34,23.82,63
2022-10-30,7,4.79,10.43,22.84,52
2022-10-30,4,7.33,7.49,14.09,55
2022-11-02,2,8.57,5.75,9.71,55
2022-11-02,5,8.57,9.11,19.53,67
2022-11-02,10,8.02,17.3,23.01,48
2022-11-02,6,11.93,9.01,24.57,35
2022-11-03,7,10.74,15.45,10.21,43
2022-11-03,3,5.15,12.89,18.2,52
2022-11-03,10,9.83,12.8,15.32,55
2022-11-03,6,8.12,16.72,10.66,42
2022-11-04,3,3.63,14.27,21.73,48
2022-11-04,7,3.45,7.4,21.3,50
2022-11-05,3,10.2,8.31,24.4,56
2022-11-06,7,7.9,13.16,9.45,41
2022-11-06,6,8.14,17.68,12.06,55
2022-11-06,2,6.03,7.28,22.07,43
2022-11-08,7,11.37,6.6,14.72,54
2022-11-09,4,9.42,12.76,16.09,52
2022-11-09,0,11.35,7.83,18.4,44
2022-11-09,4,3.89,19.91,14.94,48
2022-11-11,6,8.25,5.07,8.6,53
2022-11-11,9,8.74,11.73,18.27,55
2022-11-11,2,4.13,7.44,11.89,47
2022-11-11,8,6.12,15.22,24.47,48
2022-11-12,2,4.93,14.45,19.74,46
2022-11-12,8,11.86,17.11,22.29,55
2022-11-13,6,7.89,13.45,24.22,46
2022-11-13,5,5.84,7.84,9.08,45
2022-11-13,5,8.98,5.8,10.53,50
2022-11-14,2,8.94,15.83,21.74,61
2022-11-14,7,6.13,11.6,23.04,50
2022-11-14,3,11.95,8.33,8.08,55
2022-11-14,6,10.28,8.78,24.07,44
2022-11-15,4,6.6,7.24,15.72,52
2022-11-15,2,8.94,9.25,15.86,58
2022-11-15,3,9.39,16.88,22.94,39
2022-11-15,5,4.56,14.31,12.92,47
2022-11-16,9,10.9,19.81,17.92,53
2022-11-16,5,10.43,12.86,13.68,42
2022-11-17,6,9.8,12.82,9.93,46
2022-11-18,7,5.0,7.87,14.1,43
2022-11-19,4,4.23,13.8,10.94,52
2022-11-19,10,4.62,14.13,16.86,50
2022-11-20,5,3.84,8.1,17.01,59
2022-11-20,10,11.46,6.32,15.43,50
2022-11-21,7,10.66,10.53,10.95,43
2022-11-21,2,3.82,7.58,10.02,48
2022-11-21,3,9.1,12.55,9.78,76
2022-11-21,5,5.21,12.89,9.91,44
2022-11-23,2,3.16,14.12,13.01,48
2022-11-23,1,5.63,14.04,8.03,57
2022-11-23,3,6.96,15.12,9.06,57
2022-11-24,7,3.18,8.46,16.0,57
2022-11-25,8,5.91,15.96,11.11,56
2022-11-25,9,9.3,12.87,12.48,48
2022-11-25,4,5.06,11.56,14.01,55
2022-11-26,0,7.36,14.72,8.67,45
2022-11-27,5,10.99,12.52,11.74,48
2022-11-29,2,3.26,12.89,21.2,38
2022-11-29,7,10.07,5.35,13.8,57
2022-11-30,4,6.46,17.03,11.16,41
2022-12-01,2,7.87,11.36,11.36,63
2022-12-01,3,5.08,12.77,24.74,58
2022-12-01,5,8.21,10.85,10.52,47
2022-12-01,5,9.58,13.27,23.39,55
2022-12-02,4,4.81,5.81,9.37,43
2022-12-03,6,6.09,10.76,22.87,52
2022-12-03,8,8.11,15.03,16.62,48
2022-12-03,5,6.75,19.08,18.35,56
2022-12-04,7,5.64,17.74,12.18,49
2022-12-05,1,7.07,19.44,23.28,40
2022-12-06,5,5.62,16.72,17.98,50
2022-12-07,2,5.72,14.49,19.49,49
2022-12-08,4,8.5,11.35,17.46,47
2022-12-09,5,7.29,6.85,10.13,48
2022-12-09,4,9.09,8.76,22.22,55
2022-12-10,5,10.54,9.07,11.12,39
2022-12-10,4,11.49,11.42,12.96,45
2022-12-12,5,4.36,14.15,19.38,59
2022-12-12,8,8.64,14.28,9.59,57
2022-12-13,3,8.24,11.83,23.87,52
2022-12-13,5,10.8,9.12,10.11,52
2022-12-14,9,11.06,5.85,19.34,39
2022-12-14,8,9.84,19.83,18.8,45
2022-12-14,8,8.36,19.09,19.87,52
2022-12-15,2,4.79,7.74,15.37,40
2022-12-15,10,5.49,14.08,14.5,36
2022-12-16,1,8.42,9.43,24.62,33
2022-12-16,0,4.25,7.92,21.89,40
2022-12-17,5,4.66,15.27,16.25,44
2022-12-17,1,11.2,16.79,11.1,46
2022-12-17,6,11.61,11.1,23.14,48
2022-12-17,6,3.05,5.89,19.03,46
2022-12-18,1,10.76,11.02,10.31,53
2022-12-18,7,11.44,12.98,11.11,56
2022-12-18,5,7.73,18.4,17.19,50
2022-12-19,5,7.04,14.85,16.56,59
2022-12-19,6,11.27,15.66,14.96,45
2022-12-19,2,3.07,8.04,15.26,43
2022-12-19,2,10.56,15.8,10.93,57
2022-12-20,4,5.67,12.53,12.34,44
2022-12-20,9,8.77,17.31,16.38,46
2022-12-20,5,5.91,8.25,9.08,55
2022-12-20,4,7.71,12.72,14.0,42
2022-12-21,6,10.27,8.14,11.58,50
2022-12-21,5,4.63,9.29,10.97,39
2022-12-23,10,8.98,17.48,10.49,49
2022-12-24,6,11.09,15.32,10.38,55
2022-12-24,11,11.11,15.93,10.73,45
2022-12-24,7,11.05,6.03,14.36,59
2022-12-24,1,7.67,15.93,9.72,58
2022-12-25,7,9.91,12.37,23.25,70
2022-12-26,3,7.02,11.89,16.46,52
2022-12-26,3,7.14,11.19,16.58,45
2022-12-26,2,5.55,17.78,11.59,57
2022-12-27,5,5.57,7.66,22.74,50
2022-12-27,6,3.34,17.21,22.08,43
2022-12-28,3,7.78,18.92,8.58,50
2022-12-28,9,5.78,7.52,20.45,48
2022-12-28,2,4.69,19.99,11.13,66
2022-12-28,3,4.1,19.86,17.45,52
2022-12-28,3,6.12,14.32,22.8,49
2022-12-28,4,11.09,9.03,23.88,55
2022-12-29,5,7.65,11.44,11.14,57
2022-12-29,3,8.01,7.56,23.97,58
2022-12-31,5,3.49,6.8,9.18,52
2023-01-03,4,7.68,15.56,23.46,65
2023-01-03,5,9.01,13.7,21.13,55
2023-01-03,3,4.36,13.45,23.54,45
2023-01-04,4,11.85,8.72,14.22,48
2023-01-05,7,11.24,8.52,23.99,44
2023-01-05,7,11.94,19.85,21.91,62
2023-01-05,4,6.24,14.43,13.58,49
2023-01-06,4,10.4,17.29,13.76,49
2023-01-06,7,5.96,10.68,14.07,52
2023-01-07,7,9.74,17.66,18.01,46
2023-01-09,5,11.53,15.84,11.09,49
2023-01-10,3,4.4,10.25,15.37,59
2023-01-10,2,4.26,15.77,9.15,47
2023-01-10,4,3.94,18.88,14.09,48
2023-01-10,1,10.19,8.21,19.33,50
2023-01-11,6,9.0,13.21,18.02,40
2023-01-13,5,7.7,19.5,13.38,53
2023-01-13,8,9.97,17.32,12.37,41
2023-01-13,10,10.65,14.3,13.56,54
2023-01-15,4,11.55,6.05,9.18,55
2023-01-15,5,4.81,11.09,12.38,49
2023-01-16,3,6.98,14.76,20.04,55
2023-01-16,5,11.31,11.14,11.04,56
2023-01-16,4,7.15,19.96,10.35,38
2023-01-17,6,7.39,16.3,22.38,53
2023-01-17,8,11.48,7.81,12.02,56
2023-01-17,2,9.61,12.36,12.27,54
2023-01-17,5,7.97,10.76,15.87,48
2023-01-18,9,6.22,13.91,16.02,52
2023-01-18,9,11.24,11.7,11.17,50
2023-01-18,10,3.08,8.57,17.45,53
2023-01-19,7,5.89,15.87,19.83,58
2023-01-19,3,11.51,6.6,16.24,44
2023-01-20,3,7.48,12.98,23.22,38
2023-01-20,7,8.61,9.65,24.86,63
2023-01-21,3,7.79,19.5,16.99,51
2023-01-21,10,6.58,9.55,24.54,54
2023-01-21,5,8.99,10.11,18.99,54
2023-01-22,5,9.9,15.61,16.99,56
2023-01-25,5,6.28,6.93,22.79,45
2023-01-25,4,8.31,9.87,24.43,53
2023-01-26,4,3.74,15.44,24.98,54
2023-01-26,5,7.93,5.46,20.91,54
2023-01-27,6,9.73,9.67,16.25,54
2023-01-27,7,8.27,5.12,13.03,53
2023-01-28,3,10.91,7.25,17.49,49
2023-01-29,5,5.58,14.06,21.22,59
2023-01-29,4,7.43,11.85,8.46,48
2023-01-30,6,3.79,7.34,12.55,48
2023-01-31,3,9.3,6.17,14.03,49
2023-02-01,2,6.99,5.84,21.26,57
2023-02-03,8,7.77,6.28,18.43,53
2023-02-04,3,4.16,6.44,15.24,39
2023-02-05,8,11.98,6.29,23.63,40
2023-02-05,4,9.95,5.83,17.15,54
2023-02-05,3,6.61,15.46,20.31,53
2023-02-07,3,8.13,19.12,19.14,49
2023-02-07,7,8.57,17.84,22.59,59
2023-02-08,1,11.65,8.99,21.81,43
2023-02-08,6,9.92,8.06,24.81,46
2023-02-09,7,6.15,5.72,14.45,57
2023-02-09,6,11.8,7.34,10.8,43
2023-02-10,6,5.72,13.52,20.92,57
2023-02-11,1,8.19,19.97,22.87,44
2023-02-12,5,9.31,17.89,8.92,59
2023-02-12,0,5.44,12.72,13.66,60
2023-02-12,5,11.61,11.35,21.72,50
2023-02-12,5,4.94,7.22,19.62,46
2023-02-13,5,6.98,11.28,20.84,56
2023-02-13,9,4.62,13.92,17.23,64
2023-02-13,8,10.87,13.93,14.49,64
2023-02-13,3,4.99,13.36,21.79,47
2023-02-15,3,3.31,17.36,17.43,57
2023-02-15,8,3.35,12.65,16.76,48
2023-02-15,8,6.72,12.09,20.49,49
2023-02-16,8,7.7,9.59,11.24,60
2023-02-17,3,3.37,7.7,17.96,56
2023-02-17,0,3.84,5.02,13.18,64
2023-02-18,5,3.88,9.83,8.36,59
2023-02-18,5,9.02,14.5,20.73,42
2023-02-18,3,5.7,13.38,16.07,64
2023-02-19,9,8.06,12.96,23.36,58
2023-02-19,11,3.66,16.59,16.5,49
2023-02-21,2,11.03,8.49,8.17,47
2023-02-22,5,5.74,15.18,14.95,52
2023-02-22,8,10.0,14.11,10.91,51
2023-02-22,4,10.44,10.08,23.66,59
2023-02-23,1,11.89,8.28,15.58,55
2023-02-24,6,9.67,13.44,16.68,45
2023-02-24,9,6.99,19.18,14.21,47
2023-02-24,6,4.37,6.15,16.88,46
2023-02-24,4,3.43,19.29,9.41,37
2023-02-25,6,10.98,11.97,15.8,58
2023-02-25,5,7.02,15.65,19.28,56
2023-02-25,5,9.75,17.05,14.33,43
2023-02-26,4,7.47,7.27,14.68,58
2023-02-27,7,10.92,5.67,22.24,49
2023-02-27,4,9.75,6.93,17.12,59
